Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,cpu Name,Price
CPU,YD3400C5FHBOX,AMD,Ryzen 5 3400G,446,68.1,93718,https://cpu.userbenchmark.com/SpeedTest/825156/AMD-Ryzen-5-3400G-with-Radeon-Vega-Graphics,AMD Ryzen 5 3400G,98
CPU,,Intel,Xeon X5560,447,68.1,520,https://cpu.userbenchmark.com/SpeedTest/16614/IntelR-XeonR-CPU-----------X5560----280GHz,Intel Xeon X5560,109
CPU,BX80715G7400,Intel,Pentium Gold G7400,448,68.1,281,https://cpu.userbenchmark.com/SpeedTest/1755065/IntelR-PentiumR-Gold-G7400,Intel Pentium Gold G7400,99
CPU,,Intel,Core i7-10710U,449,68.0,6640,https://cpu.userbenchmark.com/SpeedTest/900004/IntelR-CoreTM-i7-10710U-CPU---110GHz,Intel Core i7-10710U,375
CPU,100-000000085,AMD,Ryzen 3 4300U,450,68.0,4587,https://cpu.userbenchmark.com/SpeedTest/1135301/AMD-Ryzen-3-4300U-with-Radeon-Graphics,AMD Ryzen 3 4300U,199
CPU,,AMD,Ryzen 7 5800U,451,68.0,1948,https://cpu.userbenchmark.com/SpeedTest/1433044/AMD-Ryzen-7-5800U-with-Radeon-Graphics,AMD Ryzen 7 5800U,419
CPU,,Intel,Core i7-4960HQ,452,68.0,314,https://cpu.userbenchmark.com/SpeedTest/9629/IntelR-CoreTM-i7-4960HQ-CPU---260GHz,Intel Core i7-4960HQ,381
CPU,BX80646I54670K,Intel,Core i5-4670K,453,68.0,128482,https://cpu.userbenchmark.com/Intel-Core-i5-4670K/Rating/1538,Intel Core i5-4670K,199
CPU,,Intel,Xeon E31220,454,67.9,2507,https://cpu.userbenchmark.com/SpeedTest/6171/IntelR-XeonR-CPU-E31220---310GHz,Intel Xeon E31220,115
CPU,,AMD,Ryzen 9 4900U,455,67.8,1,https://cpu.userbenchmark.com/SpeedTest/1097507/AMD-Ryzen-9-4900U-with-Radeon-Graphics,AMD Ryzen 9 4900U,539
CPU,,Intel,Xeon X3460,456,67.7,780,https://cpu.userbenchmark.com/SpeedTest/3739/IntelR-XeonR-CPU-----------X3460----280GHz,Intel Xeon X3460,13
CPU,,Intel,Core i7 960,457,67.6,16233,https://cpu.userbenchmark.com/SpeedTest/778/IntelR-CoreTM-i7-CPU---------960----320GHz,Intel Core i7 960,366
CPU,BX80647I74900MQ,Intel,Core i7-4900MQ,458,67.6,5651,https://cpu.userbenchmark.com/Intel-Core-i7-4900MQ/Rating/1994,Intel Core i7-4900MQ,579
CPU,BX80637I53570K,Intel,Core i5-3570K,459,67.6,185516,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel Core i5-3570K,199
CPU,BX80662I56600,Intel,Core i5-6600,460,67.6,80688,https://cpu.userbenchmark.com/Intel-Core-i5-6600/Rating/3514,Intel Core i5-6600,199
CPU,,Intel,Xeon L5639,461,67.5,87,https://cpu.userbenchmark.com/SpeedTest/5958/IntelR-XeonR-CPU-----------L5639----213GHz,Intel Xeon L5639,25
CPU,BX80621E52670,Intel,Xeon E5-2670,462,67.3,4803,https://cpu.userbenchmark.com/SpeedTest/18501/IntelR-XeonR-CPU-E5-2670-0---260GHz,Intel Xeon E5-2670,129
CPU,,Intel,Core i7-4910MQ,463,67.3,6703,https://cpu.userbenchmark.com/SpeedTest/9700/IntelR-CoreTM-i7-4910MQ-CPU---290GHz,Intel Core i7-4910MQ,243
CPU,,Intel,Core i5-4590S,464,67.1,11598,https://cpu.userbenchmark.com/SpeedTest/13459/IntelR-CoreTM-i5-4590S-CPU---300GHz,Intel Core i5-4590S,199
CPU,,Intel,Core i7-1185G7,465,67.1,9588,https://cpu.userbenchmark.com/SpeedTest/1268967/11th-Gen-IntelR-CoreTM-i7-1185G7---300GHz,Intel Core i7-1185G7,366
CPU,BX80623I72600,Intel,Core i7-2600,466,67.1,185630,https://cpu.userbenchmark.com/Intel-Core-i7-2600/Rating/620,Intel Core i7-2600,381
CPU,BX80646I54690,Intel,Core i5-4690,467,67.1,73695,https://cpu.userbenchmark.com/Intel-Core-i5-4690/Rating/2311,Intel Core i5-4690,51
CPU,,Intel,Xeon E5-2670 v2,468,67.0,831,https://cpu.userbenchmark.com/SpeedTest/18414/IntelR-XeonR-CPU-E5-2670-v2---250GHz,Intel Xeon E5-2670 v2,12
CPU,,AMD,Ryzen 7 5700U,469,67.0,6833,https://cpu.userbenchmark.com/SpeedTest/1482042/AMD-Ryzen-7-5700U-with-Radeon-Graphics,AMD Ryzen 7 5700U,309
CPU,,Intel,Xeon W3565,470,67.0,7121,https://cpu.userbenchmark.com/SpeedTest/6324/IntelR-XeonR-CPU-----------W3565----320GHz,Intel Xeon W3565,"1,344"
CPU,,Intel,Core i7-2600S,471,67.0,3026,https://cpu.userbenchmark.com/SpeedTest/6489/IntelR-CoreTM-i7-2600S-CPU---280GHz,Intel Core i7-2600S,381
CPU,BX80677I37300T,Intel,Core i3-7300T,472,66.8,75,https://cpu.userbenchmark.com/SpeedTest/230231/IntelR-CoreTM-i3-7300T-CPU---350GHz,Intel Core i3-7300T,142
CPU,BX80677I57500,Intel,Core i5-7500,473,66.8,149467,https://cpu.userbenchmark.com/Intel-Core-i5-7500/Rating/3648,Intel Core i5-7500,199
CPU,BX80677G4620,Intel,Pentium G4620,474,66.7,3147,https://cpu.userbenchmark.com/Intel-Pentium-G4620/Rating/3895,Intel Pentium G4620,39
CPU,BX80662I36300,Intel,Core i3-6300,475,66.7,3672,https://cpu.userbenchmark.com/Intel-Core-i3-6300/Rating/3536,Intel Core i3-6300,111
CPU,,Intel,Core i5-4670,476,66.5,49019,https://cpu.userbenchmark.com/SpeedTest/630/IntelR-CoreTM-i5-4670-CPU---340GHz,Intel Core i5-4670,51
CPU,YD150XBBAEBOX,AMD,Ryzen 5 1500X,477,66.4,70038,https://cpu.userbenchmark.com/AMD-Ryzen-5-1500X/Rating/3921,AMD Ryzen 5 1500X,141
CPU,BX80677I57500T,Intel,Core i5-7500T,478,66.3,5419,https://cpu.userbenchmark.com/SpeedTest/218898/IntelR-CoreTM-i5-7500T-CPU---270GHz,Intel Core i5-7500T,199
CPU,,Intel,Core i7-3820QM,479,66.3,3135,https://cpu.userbenchmark.com/SpeedTest/4339/IntelR-CoreTM-i7-3820QM-CPU---270GHz,Intel Core i7-3820QM,381
CPU,,Intel,Core i5-1130G7,480,66.3,295,https://cpu.userbenchmark.com/SpeedTest/1418235/11th-Gen-IntelR-CoreTM-i5-1130G7---110GHz,Intel Core i5-1130G7,199
CPU,,Intel,Core i7-4722HQ,481,66.3,216,https://cpu.userbenchmark.com/SpeedTest/32895/IntelR-CoreTM-i7-4722HQ-CPU---240GHz,Intel Core i7-4722HQ,366
CPU,,Intel,Core i5-3450,482,66.3,34199,https://cpu.userbenchmark.com/SpeedTest/161/IntelR-CoreTM-i5-3450-CPU---310GHz,Intel Core i5-3450,111
CPU,,Intel,Core i7-1165G7,483,66.2,51565,https://cpu.userbenchmark.com/SpeedTest/1195374/11th-Gen-IntelR-CoreTM-i7-1165G7---280GHz,Intel Core i7-1165G7,899
CPU,,Intel,Core i5-4570S,484,66.2,11172,https://cpu.userbenchmark.com/SpeedTest/5965/IntelR-CoreTM-i5-4570S-CPU---290GHz,Intel Core i5-4570S,199
CPU,,Intel,Core i5-4460S,485,66.1,10941,https://cpu.userbenchmark.com/SpeedTest/14679/IntelR-CoreTM-i5-4460S-CPU---290GHz,Intel Core i5-4460S,199
CPU,,Intel,Core i5-3340,486,66.1,8792,https://cpu.userbenchmark.com/SpeedTest/2710/IntelR-CoreTM-i5-3340-CPU---310GHz,Intel Core i5-3340,199
CPU,,Intel,Core i7 870,487,66.1,37228,https://cpu.userbenchmark.com/SpeedTest/961/IntelR-CoreTM-i7-CPU---------870----293GHz,Intel Core i7 870,366
CPU,,Intel,Core i7-3840QM,488,66.1,3981,https://cpu.userbenchmark.com/SpeedTest/2451/IntelR-CoreTM-i7-3840QM-CPU---280GHz,Intel Core i7-3840QM,381
CPU,,Intel,Core i7-4850HQ,489,66.0,818,https://cpu.userbenchmark.com/SpeedTest/7877/IntelR-CoreTM-i7-4850HQ-CPU---230GHz,Intel Core i7-4850HQ,375
CPU,,Intel,Xeon X3450,490,66.0,3425,https://cpu.userbenchmark.com/SpeedTest/10439/IntelR-XeonR-CPU-----------X3450----267GHz,Intel Xeon X3450,12
CPU,BX80646I34350,Intel,Core i3-4350,491,65.9,512,https://cpu.userbenchmark.com/Intel-Core-i3-4350/Rating/2433,Intel Core i3-4350,142
CPU,BX80623I52500K,Intel,Core i5-2500K,492,65.9,143007,https://cpu.userbenchmark.com/Intel-Core-i5-2500K/Rating/619,Intel Core i5-2500K,199
CPU,BX80601950,Intel,Core i7-950,493,65.9,36389,https://cpu.userbenchmark.com/Intel-Core-i7-950/Rating/617,Intel Core i7-950,381
CPU,,AMD,Ryzen 5 5600U,494,65.9,1288,https://cpu.userbenchmark.com/SpeedTest/1461589/AMD-Ryzen-5-5600U-with-Radeon-Graphics,AMD Ryzen 5 5600U,279
CPU,BX80646I34370,Intel,Core i3-4370,495,65.8,1504,https://cpu.userbenchmark.com/Intel-Core-i3-4370/Rating/2817,Intel Core i3-4370,111
CPU,,Intel,Xeon W3550,496,65.8,7649,https://cpu.userbenchmark.com/SpeedTest/3628/IntelR-XeonR-CPU-----------W3550----307GHz,Intel Xeon W3550,13
CPU,,Intel,Core i7 940,497,65.5,2107,https://cpu.userbenchmark.com/SpeedTest/606/IntelR-CoreTM-i7-CPU---------940----293GHz,Intel Core i7 940,"1,599"
CPU,YD130XBBAEBOX,AMD,Ryzen 3 1300X,498,65.4,38959,https://cpu.userbenchmark.com/AMD-Ryzen-3-1300X/Rating/3930,AMD Ryzen 3 1300X,68
CPU,,Intel,Core i7-1160G7,499,65.4,357,https://cpu.userbenchmark.com/SpeedTest/1300243/11th-Gen-IntelR-CoreTM-i7-1160G7---120GHz,Intel Core i7-1160G7,366
CPU,,Intel,Core i5-3470S,500,65.3,14631,https://cpu.userbenchmark.com/SpeedTest/6387/IntelR-CoreTM-i5-3470S-CPU---290GHz,Intel Core i5-3470S,111
CPU,BX80677I57400T,Intel,Core i5-7400T,501,65.3,4070,https://cpu.userbenchmark.com/SpeedTest/244917/IntelR-CoreTM-i5-7400T-CPU---240GHz,Intel Core i5-7400T,199
CPU,,Intel,Core i5-3350P,502,65.3,21413,https://cpu.userbenchmark.com/SpeedTest/3018/IntelR-CoreTM-i5-3350P-CPU---310GHz,Intel Core i5-3350P,199
CPU,BX80662I36300T,Intel,Core i3-6300T,503,65.2,152,https://cpu.userbenchmark.com/SpeedTest/75733/IntelR-CoreTM-i3-6300T-CPU---330GHz,Intel Core i3-6300T,111
CPU,,Intel,Xeon X3440,504,65.2,6034,https://cpu.userbenchmark.com/SpeedTest/6655/IntelR-XeonR-CPU-----------X3440----253GHz,Intel Xeon X3440,22
CPU,,Intel,Core i5-4570R,505,65.2,1007,https://cpu.userbenchmark.com/SpeedTest/6445/IntelR-CoreTM-i5-4570R-CPU---270GHz,Intel Core i5-4570R,199
CPU,,AMD,Ryzen 5 2600H,506,65.2,231,https://cpu.userbenchmark.com/SpeedTest/617618/AMD-Ryzen-5-2600H-with-Radeon-Vega-Graphics,AMD Ryzen 5 2600H,141
CPU,,Intel,Core i5-4430,507,65.2,24837,https://cpu.userbenchmark.com/SpeedTest/1920/IntelR-CoreTM-i5-4430-CPU---300GHz,Intel Core i5-4430,199
CPU,,Intel,Core i5-3570,508,65.1,104858,https://cpu.userbenchmark.com/SpeedTest/793/IntelR-CoreTM-i5-3570-CPU---340GHz,Intel Core i5-3570,199
CPU,FH8068403419422,Intel,Core i3-8109U,509,65.0,2079,https://cpu.userbenchmark.com/SpeedTest/609620/IntelR-CoreTM-i3-8109U-CPU---300GHz,Intel Core i3-8109U,169
CPU,,Intel,Core i5-9300H,510,65.0,116682,https://cpu.userbenchmark.com/SpeedTest/744904/IntelR-CoreTM-i5-9300H-CPU---240GHz,Intel Core i5-9300H,199
CPU,,Intel,Core i7-3720QM,511,64.8,9911,https://cpu.userbenchmark.com/SpeedTest/1619/IntelR-CoreTM-i7-3720QM-CPU---260GHz,Intel Core i7-3720QM,"1,970"
CPU,,Intel,Core i5-2310,512,64.8,15623,https://cpu.userbenchmark.com/SpeedTest/2055/IntelR-CoreTM-i5-2310-CPU---290GHz,Intel Core i5-2310,161
CPU,CL8068403373522,Intel,Core i5-8300H,513,64.7,167898,https://cpu.userbenchmark.com/SpeedTest/425634/IntelR-CoreTM-i5-8300H-CPU---230GHz,Intel Core i5-8300H,199
CPU,,AMD,Ryzen 5 5560U,514,64.7,90,https://cpu.userbenchmark.com/SpeedTest/1921123/AMD-Ryzen-5-5560U-with-Radeon-Graphics,AMD Ryzen 5 5560U,329
CPU,BX80646I34360,Intel,Core i3-4360,515,64.7,1789,https://cpu.userbenchmark.com/Intel-Core-i3-4360/Rating/2819,Intel Core i3-4360,111
CPU,,Intel,Core i7-2960XM,516,64.6,863,https://cpu.userbenchmark.com/SpeedTest/2390/IntelR-CoreTM-i7-2960XM-CPU---270GHz,Intel Core i7-2960XM,366
CPU,,Intel,Xeon W3530,517,64.6,5773,https://cpu.userbenchmark.com/SpeedTest/3000/IntelR-XeonR-CPU-----------W3530----280GHz,Intel Xeon W3530,57
CPU,BX80646I34340,Intel,Core i3-4340,518,64.5,866,https://cpu.userbenchmark.com/Intel-Core-i3-4340/Rating/2877,Intel Core i3-4340,111
CPU,,Intel,Core i7-3740QM,519,64.4,14369,https://cpu.userbenchmark.com/SpeedTest/2919/IntelR-CoreTM-i7-3740QM-CPU---270GHz,Intel Core i7-3740QM,366
CPU,,Intel,Core i5-2500S,520,64.3,3031,https://cpu.userbenchmark.com/SpeedTest/1699/IntelR-CoreTM-i5-2500S-CPU---270GHz,Intel Core i5-2500S,199
CPU,,Intel,Core i7 860,521,64.2,51451,https://cpu.userbenchmark.com/SpeedTest/841/IntelR-CoreTM-i7-CPU---------860----280GHz,Intel Core i7 860,381
CPU,,AMD,Ryzen 7 2800H,522,64.1,68,https://cpu.userbenchmark.com/SpeedTest/667422/AMD-Ryzen-7-2800H-with-Radeon-Vega-Graphics,AMD Ryzen 7 2800H,120
CPU,,Intel,Core i5-3330S,523,64.1,4454,https://cpu.userbenchmark.com/SpeedTest/4366/IntelR-CoreTM-i5-3330S-CPU---270GHz,Intel Core i5-3330S,199
CPU,,AMD,Ryzen 5 5500U,524,64.1,16234,https://cpu.userbenchmark.com/SpeedTest/1471250/AMD-Ryzen-5-5500U-with-Radeon-Graphics,AMD Ryzen 5 5500U,279
CPU,,Intel,Core i5-2300,525,64.0,19722,https://cpu.userbenchmark.com/SpeedTest/291/IntelR-CoreTM-i5-2300-CPU---280GHz,Intel Core i5-2300,199
CPU,,Intel,Core i7-4770HQ,526,64.0,1692,https://cpu.userbenchmark.com/SpeedTest/18784/IntelR-CoreTM-i7-4770HQ-CPU---220GHz,Intel Core i7-4770HQ,366
CPU,,Intel,Core i7 930,527,64.0,19497,https://cpu.userbenchmark.com/SpeedTest/79/IntelR-CoreTM-i7-CPU---------930----280GHz,Intel Core i7 930,148
CPU,,Intel,Core i5-2320,528,63.9,38345,https://cpu.userbenchmark.com/SpeedTest/1735/IntelR-CoreTM-i5-2320-CPU---300GHz,Intel Core i5-2320,199
CPU,,Intel,Core i5-2405S,529,63.9,194,https://cpu.userbenchmark.com/SpeedTest/10048/IntelR-CoreTM-i5-2405S-CPU---250GHz,Intel Core i5-2405S,199
CPU,,Intel,Core i7-7567U,530,63.9,1965,https://cpu.userbenchmark.com/SpeedTest/219709/IntelR-CoreTM-i7-7567U-CPU---350GHz,Intel Core i7-7567U,381
CPU,,Intel,Core i5 760,531,63.6,34495,https://cpu.userbenchmark.com/SpeedTest/717/IntelR-CoreTM-i5-CPU---------760----280GHz,Intel Core i5 760,161
CPU,BX80662I56500,Intel,Core i5-6500,532,63.6,241476,https://cpu.userbenchmark.com/Intel-Core-i5-6500/Rating/3513,Intel Core i5-6500,37
CPU,BX80677I57400,Intel,Core i5-7400,533,63.5,234266,https://cpu.userbenchmark.com/Intel-Core-i5-7400/Rating/3886,Intel Core i5-7400,199
CPU,CM8068403360212,Intel,Pentium G5400T,534,63.5,187,https://cpu.userbenchmark.com/SpeedTest/528812/IntelR-PentiumR-Gold-G5400T-CPU---310GHz,Intel Pentium G5400T,84
CPU,BX80646I54590,Intel,Core i5-4590,535,63.5,151366,https://cpu.userbenchmark.com/Intel-Core-i5-4590/Rating/2604,Intel Core i5-4590,199
CPU,,Intel,Core i7-4750HQ,536,63.4,5497,https://cpu.userbenchmark.com/SpeedTest/3709/IntelR-CoreTM-i7-4750HQ-CPU---200GHz,Intel Core i7-4750HQ,366
CPU,,Intel,Core i7-4800MQ,537,63.3,22632,https://cpu.userbenchmark.com/SpeedTest/3437/IntelR-CoreTM-i7-4800MQ-CPU---270GHz,Intel Core i7-4800MQ,381
CPU,,Intel,Xeon E5540,538,63.1,486,https://cpu.userbenchmark.com/SpeedTest/13822/IntelR-XeonR-CPU-----------E5540----253GHz,Intel Xeon E5540,22
CPU,BX80637I53470,Intel,Core i5-3470,539,63.1,223595,https://cpu.userbenchmark.com/Intel-Core-i5-3470/Rating/2771,Intel Core i5-3470,293
CPU,,Intel,Xeon W3520,540,63.1,6508,https://cpu.userbenchmark.com/SpeedTest/3585/IntelR-XeonR-CPU-----------W3520----267GHz,Intel Xeon W3520,18
CPU,FD9590FHHKWOF,AMD,FX-9590,541,63.1,26109,https://cpu.userbenchmark.com/AMD-FX-9590/Rating/1812,AMD FX-9590,298
CPU,,Intel,Core i7-7820HQ,542,63.0,15851,https://cpu.userbenchmark.com/SpeedTest/185229/IntelR-CoreTM-i7-7820HQ-CPU---290GHz,Intel Core i7-7820HQ,366
CPU,BX80677G4600,Intel,Pentium G4600,543,62.9,16729,https://cpu.userbenchmark.com/Intel-Pentium-G4600/Rating/3894,Intel Pentium G4600,39
CPU,,Intel,Core i5-2500,544,62.9,82538,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz,Intel Core i5-2500,199
CPU,,Intel,Core i5-10310U,545,62.8,4431,https://cpu.userbenchmark.com/SpeedTest/1150155/IntelR-CoreTM-i5-10310U-CPU---170GHz,Intel Core i5-10310U,849
CPU,YD3200C5FHBOX,AMD,Ryzen 3 3200G,546,62.7,104122,https://cpu.userbenchmark.com/SpeedTest/824486/AMD-Ryzen-3-3200G-with-Radeon-Vega-Graphics,AMD Ryzen 3 3200G,77
CPU,CM8068403377713,Intel,Pentium G5500T,547,62.6,54,https://cpu.userbenchmark.com/SpeedTest/519437/IntelR-PentiumR-Gold-G5500T-CPU---320GHz,Intel Pentium G5500T,39
CPU,YD2400C5FBBOX,AMD,Ryzen 5 2400G,548,62.5,127344,https://cpu.userbenchmark.com/SpeedTest/433194/AMD-Ryzen-5-2400G-with-Radeon-Vega-Graphics,AMD Ryzen 5 2400G,96
CPU,FD9370FHHKWOF,AMD,FX-9370,549,62.5,9054,https://cpu.userbenchmark.com/AMD-FX-9370/Rating/2005,AMD FX-9370,229
